"Name","Platform","Compiles","CompilesDouble","Uses","UsesDouble","PermutationString"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","0","8","0","Compiling M_SimpleUnlitTranslucent: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","0","24","0","Compiling CineMat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSplineMeshes}"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","0","8","0","Compiling TranslucentTransformGizmoMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","0","2","0","Compiling TransformGizmoMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","0","23","0","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","0","23","0","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","0","2","0","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","0","8","0","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","0","8","0","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","0","10","0","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","0","12","0","Compiling Xray: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","0","8","0","Compiling Main: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","0","52","0","Compiling BaseFlattenMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","0","44","0","Compiling m_SimpleVolumetricCloud: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","0","6","0","Compiling DefaultPostProcessMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting}"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","0","17","0","Compiling DefaultLightFunctionMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","0","115","0","Compiling DefaultDeferredDecalMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithSplineMeshes}"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","0","871","0","Compiling WorldGridMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=1, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","0","35","0","Compiling DefaultTextMaterialOpaque: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","0","17","0","Compiling PreviewShadowIndicatorMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","0","8","0","Compiling DebugEditorMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/Gameplay/DialogueSystem/UMG/Barclay_Dialogue.Barclay_Dialogue","0","0","0","30","0","Compiling Barclay_Dialogue: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Game/Gameplay/DialogueSystem/UMG/Sample_DialogueBG.Sample_DialogueBG","0","0","0","15","0","Compiling Sample_DialogueBG: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/RetroGraphics/Materials/M_Mesh_Master.M_Mesh_Master","0","0","0","129","0","Compiling M_Mesh_Master: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}"
"/Game/RetroGraphics/Materials/M_Mesh_Master.M_Mesh_Master","0","0","0","129","0","Compiling M_Mesh_Master: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'Use World UVs2-1'=False, StaticSwitch'Enable Red Channel2-1'=True, StaticSwitch'Enable Green Channel2-1'=True, StaticSwitch'Enable Blue Channel2-1'=False, StaticSwitch'Image Adjustments - B2-1'=False, StaticSwitch'Image Adjustments - G2-1'=False, StaticSwitch'Image Adjustments - R2-1'=False, StaticSwitch'Use Height Lerp - B2-1'=False, StaticSwitch'Use Height Lerp - G2-1'=False, StaticSwitch'Use Height Lerp - R2-1'=False, StaticSwitch'Image Adjustments2-1'=False, StaticSwitch'Affected by Global Light2-1'=True, StaticSwitch'Enable Alpha Channel2-1'=False, StaticSwitch'Is Reflective2-1'=False, StaticMask'Mask Channel - B2-1'=R, StaticMask'Mask Channel - G2-1'=R, StaticMask'Mask Channel - R2-1'=R"
"/Game/RetroGraphics/Materials/M_Mesh_Master.M_Mesh_Master","0","0","0","129","0","Compiling M_Mesh_Master: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'Use World UVs2-1'=False, StaticSwitch'Enable Red Channel2-1'=True, StaticSwitch'Enable Green Channel2-1'=True, StaticSwitch'Enable Blue Channel2-1'=False, StaticSwitch'Image Adjustments - B2-1'=False, StaticSwitch'Image Adjustments - G2-1'=True, StaticSwitch'Image Adjustments - R2-1'=True, StaticSwitch'Use Height Lerp - B2-1'=False, StaticSwitch'Use Height Lerp - G2-1'=True, StaticSwitch'Use Height Lerp - R2-1'=True, StaticSwitch'Image Adjustments2-1'=True, StaticSwitch'Affected by Global Light2-1'=True, StaticSwitch'Enable Alpha Channel2-1'=False, StaticSwitch'Is Reflective2-1'=False, StaticMask'Mask Channel - B2-1'=R, StaticMask'Mask Channel - G2-1'=G, StaticMask'Mask Channel - R2-1'=R"
"/Game/RetroGraphics/Materials/M_Mesh_Master.M_Mesh_Master","0","0","0","129","0","Compiling M_Mesh_Master: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'Use World UVs2-1'=False, StaticSwitch'Enable Red Channel2-1'=True, StaticSwitch'Enable Green Channel2-1'=False, StaticSwitch'Enable Blue Channel2-1'=False, StaticSwitch'Image Adjustments - B2-1'=False, StaticSwitch'Image Adjustments - G2-1'=False, StaticSwitch'Image Adjustments - R2-1'=False, StaticSwitch'Use Height Lerp - B2-1'=False, StaticSwitch'Use Height Lerp - G2-1'=False, StaticSwitch'Use Height Lerp - R2-1'=True, StaticSwitch'Image Adjustments2-1'=False, StaticSwitch'Affected by Global Light2-1'=True, StaticSwitch'Enable Alpha Channel2-1'=False, StaticSwitch'Is Reflective2-1'=False, StaticMask'Mask Channel - B2-1'=R, StaticMask'Mask Channel - G2-1'=R, StaticMask'Mask Channel - R2-1'=R"
"/Game/RetroGraphics/Materials/M_Mesh_Master.M_Mesh_Master","0","0","0","129","0","Compiling M_Mesh_Master: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'Use World UVs2-1'=False, StaticSwitch'Enable Red Channel2-1'=False, StaticSwitch'Enable Green Channel2-1'=False, StaticSwitch'Enable Blue Channel2-1'=False, StaticSwitch'Image Adjustments - B2-1'=False, StaticSwitch'Image Adjustments - G2-1'=False, StaticSwitch'Image Adjustments - R2-1'=False, StaticSwitch'Use Height Lerp - B2-1'=False, StaticSwitch'Use Height Lerp - G2-1'=False, StaticSwitch'Use Height Lerp - R2-1'=False, StaticSwitch'Image Adjustments2-1'=False, StaticSwitch'Affected by Global Light2-1'=True, StaticSwitch'Enable Alpha Channel2-1'=False, StaticSwitch'Is Reflective2-1'=False, StaticMask'Mask Channel - B2-1'=R, StaticMask'Mask Channel - G2-1'=R, StaticMask'Mask Channel - R2-1'=R"
"/Game/RetroGraphics/Materials/M_Mesh_Master.M_Mesh_Master","0","0","0","129","0","Compiling M_Mesh_Master: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'Use World UVs2-1'=False, StaticSwitch'Enable Red Channel2-1'=False, StaticSwitch'Enable Green Channel2-1'=False, StaticSwitch'Enable Blue Channel2-1'=False, StaticSwitch'Image Adjustments - B2-1'=False, StaticSwitch'Image Adjustments - G2-1'=False, StaticSwitch'Image Adjustments - R2-1'=False, StaticSwitch'Use Height Lerp - B2-1'=False, StaticSwitch'Use Height Lerp - G2-1'=False, StaticSwitch'Use Height Lerp - R2-1'=False, StaticSwitch'Image Adjustments2-1'=True, StaticSwitch'Affected by Global Light2-1'=True, StaticSwitch'Enable Alpha Channel2-1'=False, StaticSwitch'Is Reflective2-1'=False, StaticMask'Mask Channel - B2-1'=R, StaticMask'Mask Channel - G2-1'=R, StaticMask'Mask Channel - R2-1'=R"
"/Game/Gameplay/TEST_GlowingMaterial.TEST_GlowingMaterial","0","0","0","2","0","Compiling TEST_GlowingMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/RetroGraphics/DemoContent/Materials/M_Particle.M_Particle","0","0","0","48","0","Compiling M_Particle: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithParticleSprites}"
"/Game/Honey_Heist/Materials/M_Mesh_Master_Wind.M_Mesh_Master_Wind","0","0","0","96","0","Compiling M_Mesh_Master_Wind: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}"
"/Game/Honey_Heist/Materials/M_Mesh_Master_Wind.M_Mesh_Master_Wind","0","0","0","96","0","Compiling M_Mesh_Master_Wind: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'Use World UVs2-1'=False, StaticSwitch'Enable Red Channel2-1'=False, StaticSwitch'Enable Green Channel2-1'=False, StaticSwitch'Enable Blue Channel2-1'=False, StaticSwitch'Image Adjustments - B2-1'=False, StaticSwitch'Image Adjustments - G2-1'=False, StaticSwitch'Image Adjustments - R2-1'=False, StaticSwitch'Use Height Lerp - B2-1'=False, StaticSwitch'Use Height Lerp - G2-1'=False, StaticSwitch'Use Height Lerp - R2-1'=False, StaticSwitch'Image Adjustments2-1'=True, StaticSwitch'Affected by Global Light2-1'=True, StaticSwitch'Enable Alpha Channel2-1'=False, StaticSwitch'Is Reflective2-1'=False, StaticMask'Mask Channel - B2-1'=R, StaticMask'Mask Channel - G2-1'=R, StaticMask'Mask Channel - R2-1'=R"
"/Game/RetroGraphics/DemoContent/Materials/M_Water.M_Water","0","0","0","22","0","Compiling M_Water: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}"
"/Game/Honey_Heist/Materials/M_Mesh_Master_Blender.M_Mesh_Master_Blender","0","0","0","96","0","Compiling M_Mesh_Master_Blender: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}"
"/Game/Honey_Heist/Materials/M_Mesh_Master_Blender.M_Mesh_Master_Blender","0","0","0","96","0","Compiling M_Mesh_Master_Blender: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'Use World UVs2-1'=False, StaticSwitch'Enable Red Channel2-1'=True, StaticSwitch'Enable Green Channel2-1'=False, StaticSwitch'Enable Blue Channel2-1'=False, StaticSwitch'Image Adjustments - B2-1'=False, StaticSwitch'Image Adjustments - G2-1'=False, StaticSwitch'Image Adjustments - R2-1'=True, StaticSwitch'Use Height Lerp - B2-1'=False, StaticSwitch'Use Height Lerp - G2-1'=False, StaticSwitch'Use Height Lerp - R2-1'=False, StaticSwitch'Image Adjustments2-1'=True, StaticSwitch'Affected by Global Light2-1'=True, StaticSwitch'Enable Alpha Channel2-1'=False, StaticSwitch'Is Reflective2-1'=False, StaticMask'Mask Channel - B2-1'=R, StaticMask'Mask Channel - G2-1'=R, StaticMask'Mask Channel - R2-1'=R"
